module,normal_time,skipkernel_time
Mathlib.CategoryTheory.Limits.Shapes.Grothendieck,0m3.394s,0m3.259s
Mathlib.CategoryTheory.Limits.Shapes.FunctorToTypes,0m2.083s,0m2.096s
Mathlib.CategoryTheory.Limits.Types.Coproducts,0m1.594s,0m1.589s
Mathlib.CategoryTheory.Limits.Types.Products,0m1.779s,0m1.807s
Mathlib.CategoryTheory.Monoidal.ExternalProduct.Basic,0m2.955s,0m2.742s
Mathlib.CategoryTheory.Limits.Shapes.StrictInitial,0m1.479s,0m1.514s
Mathlib.CategoryTheory.Monad.Products,0m2.525s,0m2.394s
Mathlib.CategoryTheory.Limits.Shapes.CombinedProducts,0m1.908s,0m1.932s
Mathlib.CategoryTheory.Limits.Preorder,0m1.485s,0m1.479s
Mathlib.CategoryTheory.Limits.Shapes.PiProd,0m1.786s,0m1.784s
Mathlib.CategoryTheory.Limits.Shapes.Pullback.Cospan,0m2.206s,0m2.284s
Mathlib.CategoryTheory.Limits.Preserves.Shapes.BinaryProducts,0m1.498s,0m1.579s
Mathlib.CategoryTheory.EffectiveEpi.Preserves,0m1.584s,0m1.585s
Mathlib.Order.CompactlyGenerated.Intervals,0m1.477s,0m1.476s
Mathlib.Order.BooleanGenerators,0m1.496s,0m1.583s
Mathlib.Order.JordanHolder,0m2.761s,0m2.756s
Mathlib.MeasureTheory.MeasurableSpace.NCard,0m1.389s,0m1.371s
Mathlib.Order.Interval.Finset.Box,0m2.005s,0m1.895s
Mathlib.Algebra.BigOperators.Intervals,0m2.003s,0m1.980s
Mathlib.MeasureTheory.MeasurableSpace.PreorderRestrict,0m1.367s,0m1.290s
Mathlib.MeasureTheory.MeasurableSpace.Pi,0m1.448s,0m1.392s
Mathlib.MeasureTheory.SetSemiring,0m2.069s,0m2.096s
Mathlib.MeasureTheory.MeasurableSpace.MeasurablyGenerated,0m1.783s,0m1.788s
Mathlib.CategoryTheory.Monoidal.Opposite.Mon_,0m1.784s,0m1.815s
Mathlib.CategoryTheory.Monoidal.Yoneda,0m1.304s,0m1.181s
Mathlib.Order.KrullDimension,0m4.863s,0m4.738s
Mathlib.Combinatorics.Enumerative.IncidenceAlgebra,0m4.480s,0m4.392s
Mathlib.MeasureTheory.MeasurableSpace.Embedding,0m3.108s,0m3.028s
Mathlib.CategoryTheory.Monad.EquivMon,0m2.636s,0m2.507s
Mathlib.RingTheory.UniqueFactorizationDomain.Finsupp,0m1.507s,0m1.505s
Mathlib.RingTheory.UniqueFactorizationDomain.Multiplicity,0m1.468s,0m1.616s
Mathlib.CategoryTheory.Monoidal.Mod_,0m2.346s,0m2.337s
Mathlib.Combinatorics.SetFamily.LYM,0m2.100s,0m2.092s
Mathlib.RingTheory.UniqueFactorizationDomain.Nat,0m1.357s,0m1.394s
Mathlib.Algebra.GroupWithZero.Torsion,0m1.381s,0m1.411s
Mathlib.RingTheory.UniqueFactorizationDomain.Finite,0m1.380s,0m1.471s
Mathlib.Combinatorics.SetFamily.Compression.UV,0m2.492s,0m2.516s
Mathlib.CategoryTheory.Monoidal.Comon_,0m3.612s,0m3.559s
Mathlib.RingTheory.UniqueFactorizationDomain.Multiplicative,0m1.669s,0m1.787s
Mathlib.RingTheory.UniqueFactorizationDomain.GCDMonoid,0m1.561s,0m1.636s
Mathlib.CategoryTheory.Monoidal.CommMon_,0m5.330s,0m4.919s
Mathlib.Algebra.BigOperators.Finsupp.Fin,0m1.409s,0m1.391s
Mathlib.Data.Fin.Tuple.NatAntidiagonal,0m1.606s,0m1.608s
Mathlib.Data.Fin.Tuple.Reflection,0m1.917s,0m1.886s
Mathlib.RingTheory.SimpleRing.Defs,0m1.304s,0m1.291s
Mathlib.RingTheory.TwoSidedIdeal.Kernel,0m1.513s,0m1.454s
Mathlib.RingTheory.FreeRing,0m1.651s,0m1.495s
Mathlib.Combinatorics.Enumerative.Catalan,0m2.932s,0m2.316s
Mathlib.RingTheory.Ideal.BigOperators,0m1.307s,0m1.262s
Mathlib.Algebra.FreeAbelianGroup.Finsupp,0m1.590s,0m1.495s
Mathlib.MeasureTheory.Constructions.SubmoduleQuotient,0m1.388s,0m1.275s
Mathlib.Combinatorics.Enumerative.Composition,0m2.717s,0m2.716s
Mathlib.LinearAlgebra.Quotient.Card,0m1.495s,0m1.410s
Mathlib.RingTheory.Ideal.Lattice,0m1.512s,0m1.475s
Mathlib.Algebra.Module.Submodule.RestrictScalars,0m1.905s,0m1.793s
Mathlib.RingTheory.Ideal.Quotient.Defs,0m1.977s,0m1.925s
Mathlib.Data.Finsupp.Encodable,0m1.387s,0m1.400s
Mathlib.Testing.Plausible.Functions,0m1.704s,0m1.724s
Mathlib.RingTheory.TwoSidedIdeal.Operations,0m2.399s,0m2.422s
Mathlib.Data.DFinsupp.Small,0m1.286s,0m1.436s
Mathlib.Data.Nat.Factorization.Induction,0m1.484s,0m1.985s
Mathlib.Data.Nat.Factorization.Root,0m1.700s,0m2.061s
Mathlib.Algebra.MonoidAlgebra.NoZeroDivisors,0m1.699s,0m1.738s
Mathlib.LinearAlgebra.Span.Defs,0m3.544s,0m3.515s
Mathlib.Data.Nat.Factorization.Basic,0m2.111s,0m2.210s
Mathlib.Algebra.Category.BoolRing,0m1.990s,0m1.937s
Mathlib.Combinatorics.SimpleGraph.Walk,0m1.274s,0m1.293s
Mathlib.LinearAlgebra.Finsupp.LSum,0m3.050s,0m3.139s
Mathlib.Order.Category.FinBoolAlg,0m2.412s,0m2.241s
Mathlib.Algebra.Module.Submodule.Map,0m4.251s,0m4.250s
Mathlib.Algebra.MonoidAlgebra.MapDomain,0m2.197s,0m2.092s
Mathlib.Combinatorics.SimpleGraph.Connectivity.WalkDecomp,0m1.914s,0m1.911s
Mathlib.Data.Real.Pointwise,0m1.595s,0m1.588s
Mathlib.Order.Filter.AtTopBot.Interval,0m1.904s,0m1.998s
Mathlib.Algebra.Order.CompleteField,0m2.359s,0m2.376s
Mathlib.Combinatorics.Schnirelmann,0m1.902s,0m1.878s
Mathlib.Algebra.AddConstMap.Equiv,0m1.611s,0m1.690s
Mathlib.CategoryTheory.Bicategory.Kan.Adjunction,0m3.708s,0m3.377s
Mathlib.GroupTheory.GroupAction.CardCommute,0m1.901s,0m1.898s
Mathlib.Data.Real.Embedding,0m3.397s,0m3.270s
Mathlib.Topology.Instances.Shrink,0m1.303s,0m1.281s
Mathlib.Algebra.Order.Module.Archimedean,0m2.102s,0m2.071s
Mathlib.Topology.FiberBundle.IsHomeomorphicTrivialBundle,0m1.259s,0m1.289s
Mathlib.GroupTheory.Perm.Subgroup,0m1.391s,0m1.392s
Mathlib.GroupTheory.ClassEquation,0m1.567s,0m1.586s
Mathlib.Data.NNReal.Defs,0m3.906s,0m3.831s
Mathlib.Computability.TMToPartrec,0m3.299s,0m3.083s
Mathlib.Topology.Algebra.Monoid.Defs,0m1.393s,0m1.407s
Mathlib.CategoryTheory.Localization.Monoidal,0m1.187s,0m1.168s
Mathlib.Combinatorics.SimpleGraph.Extremal.Basic,0m4.123s,0m4.083s
Mathlib.Topology.Constructions,0m3.016s,0m3.035s
Mathlib.SetTheory.ZFC.Ordinal,0m1.910s,0m1.798s
Mathlib.CategoryTheory.Localization.Monoidal.Braided,0m3.148s,0m3.050s
Mathlib.CategoryTheory.Monoidal.Braided.Reflection,0m2.024s,0m2.000s
Mathlib.CategoryTheory.Preadditive.Projective.Internal,0m1.284s,0m1.283s
Mathlib.Combinatorics.Matroid.IndepAxioms,0m4.029s,0m4.061s
Mathlib.CategoryTheory.Limits.ConeCategory,0m3.685s,0m3.551s
Mathlib.CategoryTheory.Monoidal.Closed.Transport,0m1.204s,0m1.287s
Mathlib.CategoryTheory.Closed.Monoidal,0m1.196s,0m1.195s
Mathlib.CategoryTheory.Limits.Preserves.Yoneda,0m1.893s,0m1.910s
Mathlib.SetTheory.Ordinal.Principal,0m1.789s,0m1.797s
Mathlib.CategoryTheory.Monoidal.Rigid.Basic,0m3.646s,0m3.603s
Mathlib.CategoryTheory.Monoidal.Closed.FunctorCategory.Groupoid,0m2.509s,0m2.476s
Mathlib.ModelTheory.Algebra.Field.Basic,0m2.207s,0m2.223s
Mathlib.ModelTheory.Ultraproducts,0m1.596s,0m1.587s
Mathlib.SetTheory.Ordinal.Veblen,0m3.053s,0m2.956s
Mathlib.CategoryTheory.Monoidal.Limits,0m1.197s,0m1.172s
Mathlib.SetTheory.Cardinal.Arithmetic,0m2.078s,0m2.124s
Mathlib.CategoryTheory.Action.Concrete,0m1.930s,0m1.874s
Mathlib.Algebra.Order.Group.Ideal,0m1.492s,0m1.492s
Mathlib.Data.Finsupp.PWO,0m1.290s,0m1.300s
Mathlib.SetTheory.Surreal.Basic,0m2.217s,0m2.325s
Mathlib.SetTheory.Game.Birthday,0m2.650s,0m2.648s
Mathlib.CategoryTheory.Functor.KanExtension.Basic,0m7.383s,0m7.199s
Mathlib.Data.DFinsupp.Lex,0m2.317s,0m2.306s
Mathlib.RingTheory.HahnSeries.Basic,0m2.008s,0m2.006s
Mathlib.Data.Set.MulAntidiagonal,0m1.502s,0m1.563s
Mathlib.Data.Set.SMulAntidiagonal,0m1.516s,0m1.495s
Mathlib.CategoryTheory.Monoidal.ExternalProduct,0m1.177s,0m1.195s
Mathlib.Algebra.Group.Submonoid.Pointwise,0m2.327s,0m2.317s
Mathlib.CategoryTheory.Limits.Preserves.Grothendieck,0m1.802s,0m1.810s
Mathlib.CategoryTheory.Limits.Shapes.Preorder.Basic,0m1.170s,0m1.280s
Mathlib.Data.Nat.Factorial.SuperFactorial,0m1.481s,0m1.384s
Mathlib.Algebra.BigOperators.Module,0m1.706s,0m1.714s
Mathlib.Data.Nat.Digits.Lemmas,0m1.886s,0m1.787s
Mathlib.MeasureTheory.SetAlgebra,0m1.596s,0m1.504s
Mathlib.CategoryTheory.Limits.Shapes.Pullback.PullbackCone,0m2.496s,0m2.490s
Mathlib.Data.Nat.Choose.Sum,0m1.981s,0m1.997s
Mathlib.Combinatorics.SetFamily.AhlswedeZhang,0m2.583s,0m2.622s
Mathlib.Algebra.Ring.GeomSum,0m2.196s,0m2.187s
Mathlib.MeasureTheory.MeasurableSpace.Prod,0m1.475s,0m1.468s
Mathlib.Probability.Kernel.IonescuTulcea.Maps,0m2.205s,0m2.091s
Mathlib.CategoryTheory.Monoidal.CommComon_,0m1.390s,0m1.379s
Mathlib.CategoryTheory.Monoidal.Conv,0m1.391s,0m1.396s
Mathlib.MeasureTheory.MeasurableSpace.CountablyGenerated,0m1.790s,0m1.881s
Mathlib.CategoryTheory.Bicategory.Monad.Basic,0m1.908s,0m1.807s
Mathlib.CategoryTheory.CopyDiscardCategory.Basic,0m1.283s,0m1.293s
Mathlib.RingTheory.ChainOfDivisors,0m2.101s,0m2.116s
Mathlib.RingTheory.SimpleRing.Basic,0m1.432s,0m1.375s
Mathlib.Algebra.FreeAbelianGroup.UniqueSums,0m1.276s,0m1.257s
Mathlib.RingTheory.Ideal.Prime,0m1.487s,0m1.483s
Mathlib.Data.Nat.Factorization.PrimePow,0m1.589s,0m1.505s
Mathlib.Algebra.Order.Antidiag.Pi,0m2.951s,0m2.948s
Mathlib.Data.Nat.Factorization.LCM,0m1.494s,0m1.463s
Mathlib.Combinatorics.Enumerative.DyckWord,0m2.948s,0m2.842s
Mathlib.Algebra.MonoidAlgebra.Module,0m2.103s,0m2.092s
Mathlib.CategoryTheory.Monoidal.Bimon_,0m5.083s,0m4.908s
Mathlib.Algebra.Module.Submodule.Invariant,0m1.898s,0m1.890s
Mathlib.Algebra.Module.Submodule.Ker,0m2.586s,0m2.619s
Mathlib.Data.NNReal.Basic,0m1.769s,0m1.805s
Mathlib.Data.NNReal.Star,0m1.381s,0m1.393s
Mathlib.Data.Int.WithZero,0m1.490s,0m1.593s
Mathlib.LinearAlgebra.AffineSpace.AffineSubspace.Defs,0m4.671s,0m4.678s
Mathlib.Topology.Algebra.Group.Defs,0m1.574s,0m1.449s
Mathlib.Topology.PreorderRestrict,0m1.289s,0m1.318s
Mathlib.Combinatorics.SimpleGraph.Paths,0m3.608s,0m3.215s
Mathlib.Data.ENNReal.Basic,0m2.940s,0m3.017s
Mathlib.MeasureTheory.Constructions.Cylinders,0m1.782s,0m1.875s
Mathlib.Topology.List,0m1.775s,0m1.782s
Mathlib.Topology.Hom.ContinuousEvalConst,0m1.374s,0m1.399s
Mathlib.CategoryTheory.Monoidal.Internal.FunctorCategory,0m7.518s,0m6.862s
Mathlib.Topology.LocallyClosed,0m1.491s,0m1.491s
Mathlib.CategoryTheory.Closed.FunctorCategory.Groupoid,0m1.193s,0m1.186s
Mathlib.Analysis.Normed.Group.Seminorm,0m3.617s,0m3.544s
Mathlib.SetTheory.ZFC.Class,0m1.828s,0m1.824s
Mathlib.CategoryTheory.Monoidal.Rigid.Braided,0m1.481s,0m1.525s
Mathlib.Topology.NhdsWithin,0m2.114s,0m2.076s
Mathlib.Combinatorics.Matroid.Dual,0m2.075s,0m2.100s
Mathlib.CategoryTheory.Monoidal.Rigid.OfEquivalence,0m1.388s,0m1.381s
Mathlib.Data.W.Cardinal,0m1.387s,0m1.388s
Mathlib.Data.Set.Card.Arithmetic,0m1.904s,0m1.932s
Mathlib.CategoryTheory.Monoidal.Rigid.FunctorCategory,0m2.131s,0m2.223s
Mathlib.GroupTheory.OreLocalization.Cardinality,0m1.802s,0m1.790s
Mathlib.SetTheory.Cardinal.Divisibility,0m1.700s,0m1.693s
Mathlib.ModelTheory.Encoding,0m2.521s,0m2.532s
Mathlib.SetTheory.Cardinal.CountableCover,0m1.510s,0m1.496s
Mathlib.SetTheory.Cardinal.Finsupp,0m1.471s,0m1.518s
Mathlib.SetTheory.Cardinal.Ordinal,0m1.601s,0m1.631s
Mathlib.SetTheory.Cardinal.Continuum,0m1.495s,0m1.482s
Mathlib.SetTheory.Ordinal.Notation,0m4.151s,0m3.992s
Mathlib.SetTheory.Cardinal.Cofinality,0m2.076s,0m2.021s
Mathlib.Data.Finset.MulAntidiagonal,0m1.699s,0m1.692s
Mathlib.CategoryTheory.Functor.Derived.RightDerived,0m2.081s,0m2.130s
Mathlib.Data.Finsupp.PointwiseSMul,0m1.594s,0m1.493s
Mathlib.SetTheory.Game.Nim,0m2.323s,0m2.223s
Mathlib.CategoryTheory.Functor.Derived.LeftDerived,0m2.214s,0m2.192s
Mathlib.Data.Finset.SMulAntidiagonal,0m1.717s,0m1.585s
Mathlib.Data.DFinsupp.WellFounded,0m1.758s,0m1.587s
Mathlib.Data.Finsupp.Lex,0m2.306s,0m1.804s
Mathlib.GroupTheory.Submonoid.Inverses,0m2.127s,0m1.997s
Mathlib.Algebra.Group.Submonoid.Units,0m2.400s,0m2.384s
Mathlib.Algebra.GroupWithZero.Submonoid.Pointwise,0m1.697s,0m1.681s
Mathlib.Algebra.Ring.Submonoid.Pointwise,0m1.906s,0m1.880s
Mathlib.Algebra.Group.Subgroup.Pointwise,0m3.030s,0m2.805s
Mathlib.CategoryTheory.Functor.KanExtension.Pointwise,0m4.257s,0m4.097s
Mathlib.Data.Nat.Digits.Div,0m1.387s,0m1.407s
Mathlib.RingTheory.HahnSeries.Addition,0m2.951s,0m2.819s
Mathlib.NumberTheory.Primorial,0m1.610s,0m1.600s
Mathlib.Algebra.Ring.Divisibility.Lemmas,0m1.615s,0m1.600s
Mathlib.Algebra.Order.Ring.IsNonarchimedean,0m1.795s,0m1.710s
Mathlib.Algebra.Field.GeomSum,0m1.617s,0m1.596s
Mathlib.RingTheory.Nilpotent.Basic,0m1.653s,0m1.794s
Mathlib.Algebra.Order.Ring.GeomSum,0m1.870s,0m1.899s
Mathlib.CategoryTheory.CopyDiscardCategory.Deterministic,0m1.292s,0m1.306s
Mathlib.CategoryTheory.MarkovCategory.Basic,0m1.283s,0m1.287s
Mathlib.RingTheory.SimpleRing.Field,0m1.597s,0m1.493s
Mathlib.CategoryTheory.Limits.Shapes.Pullback.HasPullback,0m3.021s,0m3.046s
Mathlib.RingTheory.SimpleRing.Congr,0m1.612s,0m1.586s
Mathlib.RingTheory.Spectrum.Prime.Defs,0m1.414s,0m1.383s
Mathlib.Algebra.Order.Ring.Ordering.Defs,0m2.093s,0m2.199s
Mathlib.Algebra.Field.Subfield.Basic,0m2.811s,0m2.711s
Mathlib.Data.Nat.Choose.Multinomial,0m2.127s,0m2.101s
Mathlib.Algebra.Order.Antidiag.Finsupp,0m2.205s,0m2.237s
Mathlib.CategoryTheory.Monoidal.Hopf_,0m2.523s,0m2.438s
Mathlib.Algebra.Module.Submodule.IterateMapComap,0m1.480s,0m1.466s
Mathlib.Algebra.Module.Submodule.EqLocus,0m1.477s,0m1.582s
Mathlib.NumberTheory.FactorisationProperties,0m4.635s,0m4.180s
Mathlib.Combinatorics.SimpleGraph.Trails,0m1.486s,0m1.484s
Mathlib.Algebra.Algebra.Basic,0m3.215s,0m3.212s
Mathlib.Algebra.Polynomial.Basic,0m3.923s,0m3.945s
Mathlib.Algebra.Module.Submodule.Range,0m2.930s,0m2.911s
Mathlib.Data.Real.ENatENNReal,0m1.678s,0m1.671s
Mathlib.Data.ENNReal.Lemmas,0m1.394s,0m1.394s
Mathlib.Topology.Algebra.ContinuousMonoidHom,0m3.189s,0m3.128s
Mathlib.Combinatorics.SimpleGraph.Connectivity.Connected,0m2.407s,0m2.524s
Mathlib.Topology.Hom.ContinuousEval,0m1.375s,0m1.388s
Mathlib.CategoryTheory.Monoidal.Internal.Limits,0m1.875s,0m1.834s
Mathlib.SetTheory.ZFC.VonNeumann,0m1.777s,0m1.803s
Mathlib.Data.ENNReal.Real,0m2.106s,0m2.095s
Mathlib.Combinatorics.SimpleGraph.Clique,0m4.482s,0m4.455s
Mathlib.GroupTheory.MonoidLocalization.Cardinality,0m1.428s,0m1.367s
Mathlib.RingTheory.OreLocalization.Cardinality,0m1.396s,0m1.402s
Mathlib.Topology.ContinuousOn,0m2.383s,0m2.420s
Mathlib.Data.Finsupp.WellFounded,0m1.494s,0m1.492s
Mathlib.Combinatorics.Matroid.Minor.Restrict,0m2.942s,0m2.951s
Mathlib.SetTheory.Cardinal.Regular,0m1.805s,0m1.798s
Mathlib.CategoryTheory.Functor.Derived.Adjunction,0m2.121s,0m2.108s
Mathlib.Logic.Hydra,0m1.510s,0m1.496s
Mathlib.Topology.Bases,0m3.979s,0m3.836s
Mathlib.Algebra.Ring.Subsemiring.Pointwise,0m1.919s,0m1.797s
Mathlib.CategoryTheory.Functor.Derived.PointwiseRightDerived,0m2.834s,0m1.607s
Mathlib.CategoryTheory.Functor.KanExtension.DenseAt,0m1.738s,0m1.461s
Mathlib.ModelTheory.Substructures,0m3.566s,0m3.126s
Mathlib.Geometry.Group.Growth.LinearLowerBound,0m2.037s,0m1.914s
Mathlib.Algebra.GroupWithZero.Range,0m1.809s,0m1.715s
Mathlib.Algebra.GroupWithZero.Subgroup,0m1.790s,0m1.693s
Mathlib.GroupTheory.DoubleCoset,0m2.508s,0m2.316s
Mathlib.GroupTheory.Finiteness,0m3.129s,0m2.927s
Mathlib.CategoryTheory.Functor.KanExtension.Adjunction,0m4.270s,0m3.779s
Mathlib.Algebra.Squarefree.Basic,0m2.146s,0m1.890s
Mathlib.GroupTheory.QuotientGroup.Basic,0m3.723s,0m3.249s
Mathlib.Combinatorics.Additive.ApproximateSubgroup,0m4.169s,0m3.912s
Mathlib.Algebra.Order.Field.GeomSum,0m1.691s,0m1.701s
Mathlib.Data.Nat.Choose.Factorization,0m1.918s,0m1.802s
Mathlib.CategoryTheory.Limits.Shapes.DisjointCoproduct,0m1.485s,0m1.378s
Mathlib.Algebra.Order.CauSeq.BigOperators,0m3.320s,0m3.162s
Mathlib.CategoryTheory.Limits.Preserves.Creates.Pullbacks,0m1.292s,0m1.272s
Mathlib.CategoryTheory.Limits.FunctorCategory.Shapes.Pullbacks,0m1.682s,0m1.598s
Mathlib.CategoryTheory.EffectiveEpi.Coproduct,0m1.580s,0m1.465s
Mathlib.Combinatorics.Colex,0m2.709s,0m2.483s
Mathlib.RingTheory.HahnSeries.Lex,0m4.201s,0m3.951s
Mathlib.SetTheory.Cardinal.Subfield,0m1.801s,0m1.673s
Mathlib.CategoryTheory.Limits.Shapes.Pullback.Iso,0m1.788s,0m1.687s
Mathlib.Combinatorics.Enumerative.Bell,0m1.987s,0m1.900s
Mathlib.Combinatorics.Enumerative.Partition.Basic,0m1.913s,0m1.707s
Mathlib.Algebra.Algebra.IsSimpleRing,0m1.389s,0m1.389s
Mathlib.NumberTheory.ClassNumber.AdmissibleAbs,0m1.698s,0m1.604s
Mathlib.Algebra.Polynomial.Monomial,0m1.600s,0m1.607s
Mathlib.Algebra.Polynomial.Cardinal,0m1.614s,0m1.485s
Mathlib.CategoryTheory.Limits.Shapes.Pullback.Pasting,0m3.641s,0m3.512s
Mathlib.Algebra.Polynomial.Eval.Defs,0m2.899s,0m2.707s
Mathlib.Algebra.Module.LinearMap.DivisionRing,0m1.620s,0m1.403s
Mathlib.Algebra.Algebra.Hom,0m3.125s,0m2.725s
Mathlib.Algebra.Order.Ring.Ordering.Basic,0m6.177s,0m4.871s
Mathlib.LinearAlgebra.Finsupp.Supported,0m2.225s,0m2.092s
Mathlib.Combinatorics.SimpleGraph.Path,0m1.290s,0m1.280s
Mathlib.Combinatorics.SimpleGraph.Hamiltonian,0m1.709s,0m1.478s
Mathlib.CategoryTheory.Limits.Shapes.Equalizers,0m5.771s,0m5.164s
Mathlib.Combinatorics.SimpleGraph.Connectivity.WalkCounting,0m2.123s,0m1.903s
Mathlib.Combinatorics.SimpleGraph.Metric,0m1.931s,0m1.813s
Mathlib.Algebra.Module.Submodule.Equiv,0m3.108s,0m2.913s
Mathlib.Combinatorics.SimpleGraph.Coloring,0m2.615s,0m2.547s
Mathlib.Combinatorics.SimpleGraph.Triangle.Basic,0m3.104s,0m2.832s
Mathlib.Combinatorics.SimpleGraph.Triangle.Counting,0m2.719s,0m2.523s
Mathlib.Data.ENNReal.Operations,0m3.302s,0m3.115s
Mathlib.Topology.UniformSpace.Basic,0m2.911s,0m2.696s
Mathlib.Topology.Compactness.Compact,0m3.111s,0m2.903s
Mathlib.Topology.LocallyFinite,0m1.605s,0m1.492s
Mathlib.Topology.Coherent,0m1.491s,0m1.493s
Mathlib.Combinatorics.SimpleGraph.Connectivity.Subgraph,0m5.434s,0m4.824s
Mathlib.Topology.Clopen,0m1.504s,0m1.374s
Mathlib.Topology.Order.LeftRight,0m1.489s,0m1.465s
Mathlib.Topology.Inseparable,0m2.407s,0m2.384s
Mathlib.Topology.Irreducible,0m1.803s,0m1.724s
Mathlib.Topology.Order.LocalExtr,0m2.695s,0m2.633s
Mathlib.Topology.Piecewise,0m1.580s,0m1.507s
Mathlib.SetTheory.Cardinal.Pigeonhole,0m1.582s,0m1.489s
Mathlib.Combinatorics.Matroid.Constructions,0m1.781s,0m1.697s
Mathlib.Data.Finsupp.MonomialOrder,0m2.098s,0m1.905s
Mathlib.MeasureTheory.MeasurableSpace.Card,0m1.993s,0m1.914s
Mathlib.SetTheory.Cardinal.HasCardinalLT,0m1.689s,0m1.592s
Mathlib.Order.Filter.CardinalInter,0m2.004s,0m1.909s
Mathlib.SetTheory.Game.Short,0m2.300s,0m2.014s
Mathlib.Topology.UniformSpace.Ultra.Basic,0m1.482s,0m1.474s
Mathlib.ModelTheory.FinitelyGenerated,0m1.719s,0m1.579s
Mathlib.Algebra.Ring.Subgroup,0m1.602s,0m1.395s
Mathlib.SetTheory.Surreal.Multiplication,0m2.095s,0m1.983s
Mathlib.GroupTheory.Divisible,0m1.781s,0m1.803s
Mathlib.GroupTheory.MonoidLocalization.Finite,0m1.375s,0m1.404s
Mathlib.Algebra.AffineMonoid.Basic,0m1.390s,0m1.291s
Mathlib.Algebra.AffineMonoid.Irreducible,0m1.900s,0m1.918s
Mathlib.Algebra.Ring.Subring.Pointwise,0m1.880s,0m1.800s
Mathlib.GroupTheory.Rank,0m1.688s,0m1.588s
Mathlib.Algebra.GeomSum,0m1.383s,0m1.283s
Mathlib.GroupTheory.QuotientGroup.Finite,0m1.712s,0m1.591s
Mathlib.RingTheory.Radical,0m2.185s,0m2.116s
Mathlib.Data.Nat.Squarefree,0m2.297s,0m2.211s
Mathlib.ModelTheory.ElementaryMaps,0m4.180s,0m4.022s
Mathlib.Data.Nat.Multiplicity,0m1.914s,0m1.795s
Mathlib.Combinatorics.Enumerative.Partition,0m1.391s,0m1.273s
Mathlib.Combinatorics.SetFamily.KruskalKatona,0m2.414s,0m2.095s
Mathlib.CategoryTheory.Functor.KanExtension.Preserves,0m3.599s,0m3.390s
Mathlib.CategoryTheory.Limits.Shapes.Pullback.Mono,0m2.306s,0m2.203s
Mathlib.Algebra.Polynomial.Eval.Algebra,0m1.494s,0m1.363s
Mathlib.LinearAlgebra.SModEq.Basic,0m2.405s,0m2.282s
Mathlib.Computability.TMComputable,0m1.792s,0m1.764s
Mathlib.Algebra.Algebra.Hom.Rat,0m1.498s,0m1.414s
Mathlib.GroupTheory.Index,0m5.232s,0m4.915s
Mathlib.Algebra.MonoidAlgebra.Support,0m1.991s,0m1.911s
Mathlib.CategoryTheory.Comma.Over.Pullback,0m4.343s,0m3.896s
Mathlib.CategoryTheory.Limits.Shapes.Pullback.Assoc,0m4.346s,0m4.045s
Mathlib.CategoryTheory.Limits.Connected,0m1.818s,0m1.608s
Mathlib.CategoryTheory.Limits.Constructions.Pullbacks,0m1.387s,0m1.289s
Mathlib.CategoryTheory.Limits.Shapes.FiniteLimits,0m1.583s,0m1.498s
Mathlib.CategoryTheory.Limits.Shapes.RegularMono,0m2.727s,0m2.612s
Mathlib.CategoryTheory.Limits.Types.Coequalizers,0m1.394s,0m1.379s
Mathlib.CategoryTheory.Limits.Types.Equalizers,0m1.387s,0m1.289s
Mathlib.CategoryTheory.Limits.Shapes.SplitEqualizer,0m1.472s,0m1.492s
Mathlib.Algebra.Algebra.NonUnitalHom,0m4.602s,0m4.167s
Mathlib.CategoryTheory.Limits.Shapes.SplitCoequalizer,0m1.487s,0m1.480s
Mathlib.Algebra.Algebra.Equiv,0m4.719s,0m4.369s
Mathlib.Combinatorics.SimpleGraph.Connectivity.Represents,0m2.095s,0m2.008s
Mathlib.Combinatorics.SimpleGraph.Diam,0m1.696s,0m1.586s
Mathlib.CategoryTheory.Limits.Shapes.WideEqualizers,0m3.200s,0m3.035s
Mathlib.Combinatorics.SimpleGraph.Prod,0m2.195s,0m1.999s
Mathlib.Combinatorics.SimpleGraph.Partition,0m1.485s,0m1.482s
Mathlib.Combinatorics.SimpleGraph.Sum,0m1.805s,0m1.715s
Mathlib.CategoryTheory.Limits.Shapes.Multiequalizer,0m5.773s,0m5.444s
Mathlib.LinearAlgebra.Finsupp.LinearCombination,0m3.905s,0m3.605s
Mathlib.Data.ENNReal.Order,0m1.275s,0m1.302s
Mathlib.LinearAlgebra.Span.Basic,0m4.313s,0m4.229s
Mathlib.Algebra.Order.Floor.Extended,0m2.809s,0m2.612s
Mathlib.Combinatorics.SimpleGraph.Triangle.Tripartite,0m3.202s,0m3.061s
Mathlib.Dynamics.TopologicalEntropy.DynamicalEntourage,0m1.456s,0m1.496s
Mathlib.Topology.UniformSpace.DiscreteUniformity,0m1.525s,0m1.406s
Mathlib.Data.ENNReal.Action,0m1.786s,0m1.679s
Mathlib.Topology.Compactness.Bases,0m1.382s,0m1.392s
Mathlib.Topology.Compactness.LocallyCompact,0m1.581s,0m1.492s
Mathlib.Topology.UniformSpace.Compact,0m1.573s,0m1.522s
Mathlib.Data.EReal.Basic,0m3.075s,0m2.939s
Mathlib.Topology.Compactness.LocallyFinite,0m1.391s,0m1.251s
Mathlib.Topology.Compactness.CompactlyCoherentSpace,0m1.364s,0m1.356s
