rank,module,normal_time,skipkernel_time,time_diff,pct_diff
1176,Mathlib.Algebra.Module.LocalizedModule.IsLocalization,2.14,1.97,0.16,8.3
1177,Mathlib.Algebra.Homology.BifunctorFlip,2.50,2.31,0.19,8.3
1178,Mathlib.RingTheory.LaurentSeries,9.59,8.85,0.73,8.3
1179,Mathlib.AlgebraicGeometry.ProjectiveSpectrum.Topology,3.02,2.78,0.23,8.3
1180,Mathlib.Analysis.Calculus.TangentCone.Real,2.43,2.24,0.19,8.3
1181,Mathlib.GroupTheory.MonoidLocalization.Lemmas,1.54,1.42,0.12,8.3
1182,Mathlib.GroupTheory.DoubleCoset,2.51,2.32,0.19,8.3
1183,Mathlib.CategoryTheory.Abelian.Projective.Resolution,3.06,2.82,0.23,8.3
1184,Mathlib.LinearAlgebra.Dimension.Finrank,1.70,1.57,0.13,8.3
1185,Mathlib.Algebra.Order.Ring.Canonical,1.49,1.38,0.11,8.3
1186,Mathlib.CategoryTheory.Sites.Monoidal,2.50,2.31,0.19,8.3
1187,Mathlib.Probability.Kernel.Composition.CompNotation,2.04,1.89,0.16,8.3
1188,Mathlib.LinearAlgebra.Pi,4.41,4.07,0.34,8.3
1189,Mathlib.Tactic.Simproc.ExistsAndEq,1.85,1.71,0.14,8.3
1190,Mathlib.Topology.FiberBundle.Trivialization,3.27,3.02,0.25,8.3
1191,Mathlib.CategoryTheory.Monoidal.Cartesian.Basic,6.46,5.96,0.49,8.3
1192,Mathlib.CategoryTheory.Localization.DerivabilityStructure.PointwiseRightDerived,1.82,1.68,0.14,8.3
1193,Mathlib.LinearAlgebra.Dimension.RankNullity,3.17,2.93,0.24,8.3
1194,Mathlib.CategoryTheory.Sites.MayerVietorisSquare,2.91,2.69,0.22,8.3
1195,Mathlib.CategoryTheory.Localization.BousfieldTransfiniteComposition,1.82,1.68,0.14,8.3
1196,Mathlib.RingTheory.IntegralClosure.IsIntegralClosure.Basic,4.62,4.26,0.35,8.3
1197,Mathlib.Tactic.ScopedNS,1.52,1.41,0.12,8.3
1198,Mathlib.Algebra.Group.WithOne.Basic,1.72,1.59,0.13,8.2
1199,Mathlib.Analysis.Convex.Slope,2.69,2.49,0.21,8.2
1200,Mathlib.Data.Matrix.Reflection,1.95,1.80,0.15,8.2
1201,Mathlib.AlgebraicTopology.SimplicialNerve,3.64,3.37,0.28,8.2
1202,Mathlib.Data.Int.NatAbs,1.21,1.12,0.09,8.2
1203,Mathlib.RingTheory.SimpleModule.Basic,6.22,5.75,0.47,8.2
1204,Mathlib.Topology.ClopenBox,1.59,1.47,0.12,8.2
1205,Mathlib.Data.Nat.SuccPred,1.42,1.31,0.11,8.2
1206,Mathlib.CategoryTheory.Monoidal.Braided.Transport,1.59,1.47,0.12,8.2
1207,Mathlib.Topology.UniformSpace.CompleteSeparated,1.52,1.40,0.11,8.2
1208,Mathlib.Analysis.Subadditive,1.81,1.67,0.14,8.2
1209,Mathlib.GroupTheory.PGroup,2.40,2.22,0.18,8.2
1210,Mathlib.Algebra.Polynomial.Degree.SmallDegree,2.04,1.89,0.16,8.2
1211,Mathlib.Analysis.Normed.Group.Quotient,5.05,4.67,0.38,8.2
1212,Mathlib.RepresentationTheory.Homological.Resolution,5.47,5.05,0.41,8.2
1213,Mathlib.Analysis.Asymptotics.TVS,8.80,8.13,0.67,8.2
1214,Mathlib.Topology.Algebra.Group.ClosedSubgroup,1.81,1.67,0.14,8.2
1215,Mathlib.GroupTheory.GroupAction.MultipleTransitivity,5.21,4.82,0.39,8.2
1216,Mathlib.Logic.ExistsUnique,1.05,0.97,0.08,8.2
1217,Mathlib.LinearAlgebra.Matrix.MvPolynomial,1.81,1.68,0.14,8.2
1218,Mathlib.LinearAlgebra.Matrix.Circulant,1.84,1.70,0.14,8.2
1219,Mathlib.Topology.Category.TopCat.Limits.Products,3.88,3.59,0.29,8.2
1220,Mathlib.Order.Filter.Partial,1.62,1.50,0.12,8.2
1221,Mathlib.LinearAlgebra.Dimension.FreeAndStrongRankCondition,2.93,2.71,0.22,8.1
1222,Mathlib.LinearAlgebra.LinearIndependent.Defs,4.15,3.84,0.31,8.1
1223,Mathlib.Topology.Algebra.AsymptoticCone,3.63,3.36,0.27,8.1
1224,Mathlib.AlgebraicTopology.SimplexCategory.Rev,1.80,1.67,0.14,8.1
1225,Mathlib.RingTheory.Ideal.Oka,1.72,1.59,0.13,8.1
1226,Mathlib.CategoryTheory.Adjunction.Parametrized,1.94,1.79,0.15,8.1
1227,Mathlib.CategoryTheory.Localization.DerivabilityStructure.OfFunctorialResolutions,1.71,1.58,0.13,8.1
1228,Mathlib.RingTheory.Polynomial.Tower,1.82,1.68,0.14,8.1
1229,Mathlib.Algebra.Algebra.Tower,2.72,2.52,0.20,8.1
1230,Mathlib.Topology.Instances.NNReal.Lemmas,2.21,2.05,0.17,8.1
1231,Mathlib.Algebra.Group.ForwardDiff,2.93,2.71,0.22,8.1
1232,Mathlib.Algebra.Ring.InjSurj,2.95,2.73,0.22,8.0
1233,Mathlib.Logic.Function.Iterate,1.17,1.08,0.09,8.0
1234,Mathlib.Topology.Algebra.Module.ClosedSubmodule,3.15,2.91,0.23,8.0
1235,Mathlib.Topology.Category.Profinite.Limits,2.06,1.90,0.15,8.0
1236,Mathlib.MeasureTheory.MeasurableSpace.Defs,2.04,1.89,0.15,8.0
1237,Mathlib.Algebra.Algebra.TransferInstance,1.63,1.51,0.12,8.0
1238,Mathlib.Algebra.Group.Subgroup.Pointwise,3.03,2.81,0.22,8.0
1239,Mathlib.AlgebraicGeometry.IdealSheaf.Functorial,2.86,2.64,0.21,8.0
1240,Mathlib.Tactic.MinImports,2.56,2.37,0.19,8.0
1241,Mathlib.Algebra.ArithmeticGeometric,1.81,1.67,0.13,8.0
1242,Mathlib.Topology.Spectral.Basic,1.40,1.30,0.10,8.0
1243,Mathlib.Algebra.Algebra.Equiv,4.72,4.37,0.35,8.0
1244,Mathlib.Analysis.Quaternion,4.52,4.18,0.33,8.0
1245,Mathlib.RingTheory.IntegralClosure.IsIntegral.Defs,1.63,1.51,0.12,8.0
1246,Mathlib.Algebra.Colimit.TensorProduct,1.82,1.69,0.14,8.0
1247,Mathlib.Analysis.BoxIntegral.Box.Basic,2.61,2.42,0.19,8.0
1248,Mathlib.Topology.Algebra.WithZeroTopology,1.92,1.78,0.14,8.0
1249,Mathlib.Data.Int.Init,1.70,1.58,0.13,8.0
1250,Mathlib.CategoryTheory.Comma.Presheaf.Basic,4.38,4.06,0.32,8.0
1251,Mathlib.Topology.UniformSpace.Basic,2.91,2.70,0.21,8.0
1252,Mathlib.Topology.UrysohnsBounded,2.07,1.92,0.15,8.0
1253,Mathlib.CategoryTheory.Localization.Monoidal.Functor,3.06,2.84,0.23,8.0
1254,Mathlib.Data.List.Induction,1.53,1.42,0.11,8.0
1255,Mathlib.Algebra.Divisibility.Basic,1.51,1.40,0.11,8.0
1256,Mathlib.Data.Fin.Fin2,1.62,1.50,0.12,7.9
1257,Mathlib.Analysis.LocallyConvex.Separation,5.06,4.68,0.37,7.9
1258,Mathlib.Topology.MetricSpace.Congruence,1.74,1.61,0.13,7.9
1259,Mathlib.Topology.Separation.Hausdorff,2.18,2.02,0.16,7.9
1260,Mathlib.LinearAlgebra.Dimension.Torsion.Finite,2.15,2.00,0.16,7.9
1261,Mathlib.Order.Category.OmegaCompletePartialOrder,1.61,1.49,0.12,7.9
1262,Mathlib.Logic.Godel.GodelBetaFunction,1.73,1.60,0.13,7.9
1263,Mathlib.NumberTheory.Cyclotomic.Basic,9.23,8.55,0.68,7.9
1264,Mathlib.Analysis.LocallyConvex.Montel,3.60,3.34,0.26,7.9
1265,Mathlib.LinearAlgebra.Dimension.DivisionRing,3.03,2.81,0.22,7.9
1266,Mathlib.Analysis.NormedSpace.MStructure,1.60,1.48,0.12,7.9
1267,Mathlib.Algebra.Category.ModuleCat.Differentials.Basic,3.19,2.96,0.23,7.9
1268,Mathlib.Topology.Algebra.Localization,1.61,1.50,0.12,7.9
1269,Mathlib.Data.Complex.Cardinality,1.84,1.70,0.13,7.9
1270,Mathlib.Analysis.SpecialFunctions.Bernstein,5.30,4.92,0.39,7.9
1271,Mathlib.CategoryTheory.Sites.Over,2.95,2.73,0.22,7.9
1272,Mathlib.MeasureTheory.Measure.NullMeasurable,2.47,2.29,0.18,7.9
1273,Mathlib.Order.ConditionallyCompleteLattice.Finset,1.84,1.71,0.13,7.9
1274,Mathlib.AlgebraicTopology.SimplicialSet.StdSimplex,3.49,3.23,0.25,7.9
1275,Mathlib.Algebra.SkewMonoidAlgebra.Single,2.02,1.87,0.15,7.9
1276,Mathlib.Algebra.FreeMonoid.Count,1.40,1.30,0.10,7.9
1277,Mathlib.CategoryTheory.EffectiveEpi.Coproduct,1.58,1.47,0.11,7.8
1278,Mathlib.LinearAlgebra.Basis.Flag,1.81,1.68,0.13,7.8
1279,Mathlib.CategoryTheory.Presentable.IsCardinalFiltered,2.46,2.28,0.18,7.8
1280,Mathlib.Control.Combinators,0.81,0.75,0.06,7.8
1281,Mathlib.CategoryTheory.MorphismProperty.Concrete,1.62,1.51,0.12,7.8
1282,Mathlib.Topology.LocallyFinsupp,3.28,3.04,0.24,7.8
1283,Mathlib.Topology.IndicatorConstPointwise,1.72,1.60,0.12,7.8
1284,Mathlib.AlgebraicTopology.SingularSet,2.33,2.16,0.17,7.8
1285,Mathlib.RingTheory.RingHom.Locally,5.86,5.43,0.42,7.8
1286,Mathlib.LinearAlgebra.CliffordAlgebra.Star,2.15,2.00,0.16,7.8
1287,Mathlib.Algebra.Ring.AddAut,1.28,1.19,0.09,7.8
1288,Mathlib.Topology.Category.TopCat.EpiMono,1.49,1.38,0.11,7.8
1289,Mathlib.Algebra.BigOperators.Group.List.Defs,1.19,1.10,0.09,7.8
1290,Mathlib.Topology.MetricSpace.CantorScheme,2.06,1.91,0.15,7.8
1291,Mathlib.Algebra.GeomSum,1.38,1.28,0.10,7.8
1292,Mathlib.AlgebraicTopology.SimplexCategory.Basic,4.25,3.94,0.31,7.8
1293,Mathlib.RingTheory.RootsOfUnity.Lemmas,2.31,2.14,0.17,7.8
1294,Mathlib.CategoryTheory.Presentable.EssentiallyLarge,1.72,1.59,0.12,7.8
1295,Mathlib.Algebra.GroupWithZero.Opposite,1.32,1.22,0.09,7.8
1296,Mathlib.CategoryTheory.GradedObject.Single,1.72,1.59,0.12,7.8
1297,Mathlib.CategoryTheory.Limits.Preserves.Shapes.Terminal,1.62,1.50,0.12,7.8
1298,Mathlib.Combinatorics.SimpleGraph.Triangle.Counting,2.72,2.52,0.20,7.8
1299,Mathlib.CategoryTheory.Monoidal.ExternalProduct.Basic,2.96,2.74,0.21,7.8
1300,Mathlib.Topology.Category.CompHaus.Frm,2.04,1.89,0.15,7.8
1301,Mathlib.CategoryTheory.Limits.Shapes.DisjointCoproduct,1.49,1.38,0.11,7.8
1302,Mathlib.Data.Real.Hyperreal,1.80,1.68,0.13,7.8
1303,Mathlib.Topology.Algebra.Group.Compact,1.60,1.48,0.11,7.8
1304,Mathlib.FieldTheory.Galois.NormalBasis,4.39,4.08,0.32,7.8
1305,Mathlib.CategoryTheory.GradedObject.Associator,2.03,1.88,0.15,7.7
1306,Mathlib.Analysis.Normed.Operator.ContinuousLinearMap,3.37,3.12,0.24,7.7
1307,Mathlib.Data.NNRat.Lemmas,1.49,1.38,0.11,7.7
1308,Mathlib.Algebra.NonAssoc.LieAdmissible.Defs,2.04,1.90,0.15,7.7
1309,Mathlib.LinearAlgebra.DirectSum.Basis,1.61,1.50,0.12,7.7
1310,Mathlib.GroupTheory.CommutingProbability,2.62,2.43,0.19,7.7
1311,Mathlib.Dynamics.Ergodic.Function,2.05,1.90,0.15,7.7
1312,Mathlib.FieldTheory.Finite.Extension,2.48,2.30,0.18,7.7
1313,Mathlib.CategoryTheory.Preadditive.EndoFunctor,2.04,1.89,0.15,7.7
1314,Mathlib.Topology.Algebra.Polynomial,2.72,2.52,0.19,7.7
1315,Mathlib.Tactic.Linarith,1.39,1.29,0.10,7.7
1316,Mathlib.Combinatorics.Hall.Finite,1.72,1.59,0.12,7.7
1317,Mathlib.Topology.Category.Profinite.Basic,2.79,2.59,0.20,7.7
1318,Mathlib.Algebra.Category.ModuleCat.Limits,3.73,3.46,0.27,7.7
1319,Mathlib.Topology.Compactness.Paracompact,1.83,1.70,0.13,7.7
1320,Mathlib.Algebra.Order.Archimedean.IndicatorCard,1.61,1.49,0.11,7.7
1321,Mathlib.Data.Ordmap.Ordnode,2.15,2.00,0.15,7.7
1322,Mathlib.CategoryTheory.Limits.FunctorToTypes,1.29,1.20,0.09,7.7
1323,Mathlib.Analysis.Normed.Order.Hom.Ultra,1.62,1.51,0.12,7.7
1324,Mathlib.LinearAlgebra.Matrix.Permanent,1.71,1.58,0.12,7.7
1325,Mathlib.Analysis.Distribution.DerivNotation,2.15,2.00,0.15,7.7
1326,Mathlib.Logic.Equiv.Multiset,1.40,1.30,0.10,7.7
1327,Mathlib.CategoryTheory.Limits.Shapes.Images,4.05,3.76,0.29,7.7
1328,Mathlib.Topology.IsClosedRestrict,1.70,1.57,0.12,7.7
1329,Mathlib.Topology.Instances.Nat,1.71,1.59,0.12,7.7
1330,Mathlib.AlgebraicTopology.SimplicialSet.CategoryWithFibrations,1.61,1.50,0.11,7.7
1331,Mathlib.Tactic.Contrapose,1.29,1.20,0.09,7.7
1332,Mathlib.Tactic.IntervalCases,2.96,2.75,0.21,7.7
1333,Mathlib.Algebra.AffineMonoid.Basic,1.39,1.29,0.10,7.7
1334,Mathlib.CategoryTheory.Sites.Localization,1.50,1.40,0.11,7.7
1335,Mathlib.Algebra.Star.Conjneg,1.62,1.50,0.12,7.7
1336,Mathlib.Logic.Equiv.Array,1.29,1.20,0.09,7.7
1337,Mathlib.SetTheory.Cardinal.Subfield,1.80,1.67,0.13,7.7
1338,Mathlib.Analysis.InnerProductSpace.TensorProduct,13.60,12.63,0.97,7.6
1339,Mathlib.MeasureTheory.Integral.Lebesgue.Markov,2.14,1.99,0.15,7.6
1340,Mathlib.GroupTheory.Commutator.Finite,1.59,1.48,0.11,7.6
1341,Mathlib.CategoryTheory.Abelian.Injective.Resolution,3.16,2.93,0.22,7.6
1342,Mathlib.Data.ZMod.Basic,3.55,3.30,0.25,7.6
1343,Mathlib.Order.Category.FinBoolAlg,2.41,2.24,0.17,7.6
1344,Mathlib.Algebra.Category.ModuleCat.Presheaf.Generator,2.35,2.18,0.17,7.6
1345,Mathlib.GroupTheory.QuotientGroup.Finite,1.71,1.59,0.12,7.6
1346,Mathlib.CategoryTheory.Limits.Constructions.Pullbacks,1.39,1.29,0.10,7.6
1347,Mathlib.CategoryTheory.Limits.Types.Equalizers,1.39,1.29,0.10,7.6
1348,Mathlib.Topology.Separation.CompletelyRegular,3.88,3.61,0.27,7.6
1349,Mathlib.Analysis.Calculus.FDeriv.Analytic,13.41,12.46,0.95,7.6
1350,Mathlib.Analysis.Calculus.IteratedDeriv.Defs,3.57,3.32,0.25,7.6
1351,Mathlib.Analysis.Real.Spectrum,2.23,2.07,0.16,7.6
1352,Mathlib.Algebra.Homology.DerivedCategory.ShortExact,2.07,1.93,0.15,7.6
1353,Mathlib.Topology.LocallyFinite,1.60,1.49,0.11,7.6
1354,Mathlib.NumberTheory.LSeries.Linearity,2.47,2.30,0.17,7.6
1355,Mathlib.Data.Multiset.ZeroCons,1.82,1.69,0.13,7.6
1356,Mathlib.AlgebraicGeometry.EllipticCurve.Weierstrass,2.82,2.62,0.20,7.6
1357,Mathlib.CategoryTheory.Limits.FilteredColimitCommutesProduct,2.36,2.20,0.17,7.6
1358,Mathlib.RingTheory.MvPolynomial.FreeCommRing,2.01,1.87,0.14,7.6
1359,Mathlib.Algebra.Polynomial.Homogenize,3.82,3.55,0.27,7.6
1360,Mathlib.Data.Finset.Sym,1.82,1.70,0.13,7.5
1361,Mathlib.Algebra.Algebra.Subalgebra.Tower,1.91,1.78,0.13,7.5
1362,Mathlib.Algebra.Order.Floor.Extended,2.81,2.61,0.20,7.5
1363,Mathlib.Tactic.CategoryTheory.Coherence.PureCoherence,1.43,1.33,0.10,7.5
1364,Mathlib.Order.UpperLower.Closure,2.01,1.87,0.14,7.5
1365,Mathlib.Condensed.Basic,2.17,2.02,0.15,7.5
1366,Mathlib.RingTheory.Adjoin.Basic,2.04,1.90,0.14,7.5
1367,Mathlib.Topology.Sheaves.LocallySurjective,1.81,1.69,0.13,7.5
1368,Mathlib.Topology.OpenPartialHomeomorph,4.14,3.85,0.29,7.5
1369,Mathlib.AlgebraicGeometry.EllipticCurve.Reduction,4.72,4.39,0.33,7.5
1370,Mathlib.CategoryTheory.Idempotents.HomologicalComplex,3.17,2.95,0.22,7.5
1371,Mathlib.NumberTheory.DirichletCharacter.Basic,2.35,2.18,0.16,7.5
1372,Mathlib.Util.Tactic,0.82,0.76,0.06,7.5
1373,Mathlib.Algebra.Star.StarAlgHom,5.57,5.18,0.39,7.5
1374,Mathlib.Data.ENNReal.BigOperators,2.35,2.19,0.16,7.5
1375,Mathlib.Algebra.Homology.Homotopy,7.39,6.88,0.52,7.5
1376,Mathlib.Algebra.Field.Shrink,1.40,1.31,0.10,7.5
1377,Mathlib.Analysis.Normed.Group.Submodule,1.71,1.59,0.12,7.5
1378,Mathlib.AlgebraicTopology.ModelCategory.BrownLemma,1.95,1.81,0.14,7.5
1379,Mathlib.Topology.Category.CompactlyGenerated,2.04,1.89,0.14,7.5
1380,Mathlib.Algebra.Homology.HomotopyCofiber,4.73,4.40,0.33,7.5
1381,Mathlib.RingTheory.Spectrum.Prime.RingHom,3.48,3.24,0.24,7.5
1382,Mathlib.Topology.Category.CompHaus.Limits,2.05,1.91,0.14,7.5
1383,Mathlib.RingTheory.Ideal.Basic,2.04,1.90,0.14,7.5
1384,Mathlib.Algebra.Category.Ring.Topology,3.09,2.87,0.21,7.5
1385,Mathlib.CategoryTheory.Bicategory.Functor.Oplax,3.95,3.67,0.27,7.5
1386,Mathlib.RingTheory.Ideal.GoingUp,3.36,3.13,0.23,7.5
1387,Mathlib.Analysis.Normed.Group.ControlledClosure,2.95,2.74,0.21,7.5
1388,Mathlib.Topology.MetricSpace.Thickening,3.02,2.81,0.21,7.5
1389,Mathlib.Algebra.Order.Rearrangement,3.24,3.01,0.23,7.5
1390,Mathlib.Probability.Moments.CovarianceBilin,5.04,4.69,0.35,7.5
1391,Mathlib.Algebra.Homology.ShortComplex.Homology,4.76,4.43,0.33,7.5
1392,Mathlib.CategoryTheory.Skeletal,2.26,2.10,0.16,7.5
1393,Mathlib.Tactic.FunProp.Elab,1.51,1.41,0.10,7.5
1394,Mathlib.Analysis.Normed.Field.WithAbs,3.27,3.04,0.23,7.5
1395,Mathlib.Topology.Order.IsNormal,3.06,2.84,0.21,7.5
1396,Mathlib.Topology.Category.CompHausLike.Cartesian,1.72,1.60,0.12,7.5
1397,Mathlib.Probability.Kernel.Composition.MapComap,3.04,2.83,0.21,7.4
1398,Mathlib.CategoryTheory.Limits.Shapes.Pullback.Assoc,4.35,4.04,0.30,7.4
1399,Mathlib.CategoryTheory.MorphismProperty.FunctorCategory,1.81,1.68,0.12,7.4
1400,Mathlib.Algebra.Star.Subalgebra,6.79,6.32,0.47,7.4
1401,Mathlib.Analysis.Normed.Affine.AsymptoticCone,2.65,2.46,0.18,7.4
1402,Mathlib.Analysis.Matrix,2.26,2.10,0.16,7.4
1403,Mathlib.MeasureTheory.Order.Lattice,2.24,2.09,0.16,7.4
1404,Mathlib.Algebra.Homology.DerivedCategory.Ext.EnoughProjectives,2.62,2.44,0.18,7.4
1405,Mathlib.MeasureTheory.Order.Group.Lattice,1.91,1.78,0.13,7.4
1406,Mathlib.Algebra.CharP.Subring,1.74,1.62,0.12,7.4
1407,Mathlib.Analysis.SpecialFunctions.Exp,2.93,2.73,0.20,7.4
1408,Mathlib.Algebra.Order.Star.Conjneg,1.61,1.50,0.11,7.4
1409,Mathlib.Analysis.NormedSpace.ConformalLinearMap,1.81,1.69,0.12,7.4
1410,Mathlib.Topology.Compactness.DeltaGeneratedSpace,2.38,2.22,0.16,7.4
1411,Mathlib.RingTheory.DedekindDomain.Factorization,12.43,11.57,0.85,7.4
1412,Mathlib.Data.Set.Finite.Lattice,2.36,2.20,0.16,7.4
1413,Mathlib.Algebra.GroupWithZero.Action.Pointwise.Set,2.20,2.05,0.15,7.4
1414,Mathlib.Algebra.Category.ModuleCat.Sheaf.PullbackFree,3.04,2.83,0.21,7.4
1415,Mathlib.FieldTheory.Finiteness,1.92,1.79,0.13,7.4
1416,Mathlib.Data.Int.SuccPred,1.39,1.29,0.09,7.4
1417,Mathlib.Geometry.RingedSpace.PresheafedSpace.HasColimits,5.83,5.43,0.40,7.4
1418,Mathlib.CategoryTheory.Limits.Shapes.Opposites.Equalizers,3.15,2.94,0.22,7.4
1419,Mathlib.NumberTheory.Padics.PadicNorm,2.13,1.99,0.15,7.4
1420,Mathlib.Topology.Category.Stonean.Adjunctions,2.06,1.92,0.14,7.4
1421,Mathlib.Algebra.Order.Chebyshev,2.27,2.11,0.16,7.3
1422,Mathlib.Algebra.GroupWithZero.Action.Defs,1.81,1.69,0.12,7.3
1423,Mathlib.Analysis.Normed.Group.Subgroup,1.80,1.68,0.12,7.3
1424,Mathlib.LinearAlgebra.Matrix.SpecialLinearGroup,5.02,4.67,0.34,7.3
1425,Mathlib.NumberTheory.DiophantineApproximation.ContinuedFractions,2.02,1.88,0.14,7.3
1426,Mathlib.Topology.Algebra.Module.Determinant,2.05,1.91,0.14,7.3
1427,Mathlib.Algebra.CharP.LinearMaps,2.74,2.55,0.19,7.3
1428,Mathlib.Algebra.Module.LinearMap.Polynomial,5.48,5.10,0.37,7.3
1429,Mathlib.Algebra.Group.Submonoid.BigOperators,1.82,1.69,0.12,7.3
1430,Mathlib.CategoryTheory.Functor.TypeValuedFlat,1.51,1.41,0.10,7.3
1431,Mathlib.RingTheory.EisensteinCriterion,1.72,1.60,0.12,7.3
1432,Mathlib.Order.Monotone.Defs,1.63,1.52,0.11,7.3
1433,Mathlib.Order.Filter.AtTopBot.Monoid,1.69,1.57,0.11,7.3
1434,Mathlib.RingTheory.Ideal.Span,1.94,1.81,0.13,7.3
1435,Mathlib.LinearAlgebra.Basis.Basic,2.25,2.10,0.15,7.3
1436,Mathlib.Topology.Instances.Int,1.82,1.70,0.12,7.3
1437,Mathlib.Topology.Homotopy.HomotopyGroup,8.15,7.60,0.55,7.3
1438,Mathlib.Order.Preorder.Finsupp,1.50,1.40,0.10,7.3
1439,Mathlib.RepresentationTheory.Homological.GroupHomology.FiniteCyclic,5.67,5.29,0.38,7.3
1440,Mathlib.CategoryTheory.Functor.Basic,1.49,1.39,0.10,7.3
1441,Mathlib.Order.Monotone.Basic,1.83,1.70,0.12,7.3
1442,Mathlib.Algebra.Order.Sub.Defs,1.49,1.39,0.10,7.3
1443,Mathlib.MeasureTheory.Function.AEMeasurableSequence,2.05,1.91,0.14,7.3
1444,Mathlib.NumberTheory.LSeries.HurwitzZetaEven,4.71,4.39,0.32,7.3
1445,Mathlib.Data.Nat.Factorial.Basic,2.14,2.00,0.15,7.3
1446,Mathlib.MeasureTheory.Function.Floor,2.14,2.00,0.15,7.3
1447,Mathlib.Data.Finite.Sum,1.28,1.20,0.09,7.3
1448,Mathlib.Algebra.Lie.IdealOperations,3.03,2.82,0.21,7.3
1449,Mathlib.MeasureTheory.Integral.Lebesgue.Norm,1.94,1.80,0.13,7.3
1450,Mathlib.Algebra.Group.Action.Sum,1.32,1.23,0.09,7.3
1451,Mathlib.Tactic.CategoryTheory.ToApp,1.64,1.53,0.11,7.3
1452,Mathlib.Topology.Sheaves.LocalPredicate,2.44,2.28,0.17,7.2
1453,Mathlib.Topology.Algebra.Indicator,1.38,1.29,0.09,7.2
1454,Mathlib.Data.Rat.Cast.Order,3.16,2.95,0.21,7.2
1455,Mathlib.CategoryTheory.Adjunction.Restrict,1.71,1.59,0.11,7.2
1456,Mathlib.RepresentationTheory.GroupCohomology.Basic,2.04,1.90,0.14,7.2
1457,Mathlib.NumberTheory.DiophantineApproximation.Basic,3.88,3.62,0.26,7.2
1458,Mathlib.Topology.MetricSpace.MetricSeparated,1.70,1.58,0.11,7.2
1459,Mathlib.CategoryTheory.ObjectProperty.ColimitsOfShape,1.93,1.80,0.13,7.2
1460,Mathlib.CategoryTheory.Adjunction.Evaluation,2.93,2.73,0.20,7.2
1461,Mathlib.Topology.Instances.ZMultiples,1.83,1.71,0.12,7.2
1462,Mathlib.Analysis.ConstantSpeed,2.25,2.10,0.15,7.2
1463,Mathlib.LinearAlgebra.RootSystem.Reduced,3.82,3.56,0.26,7.2
1464,Mathlib.CategoryTheory.Subobject.Types,1.70,1.59,0.11,7.2
1465,Mathlib.Algebra.Ring.Basic,1.60,1.49,0.11,7.2
1466,Mathlib.CategoryTheory.MorphismProperty.Ind,2.02,1.88,0.14,7.2
1467,Mathlib.Analysis.Real.Hyperreal,3.02,2.82,0.20,7.2
1468,Mathlib.Topology.Compactness.Compact,3.11,2.90,0.21,7.2
1469,Mathlib.Topology.Algebra.Module.CharacterSpace,2.84,2.65,0.19,7.2
1470,Mathlib.Topology.Algebra.Valued.ValuedField,3.68,3.43,0.25,7.2
1471,Mathlib.Topology.Algebra.MetricSpace.Lipschitz,1.71,1.59,0.11,7.2
1472,Mathlib.RingTheory.Bialgebra.Basic,2.75,2.57,0.18,7.2
1473,Mathlib.AlgebraicGeometry.ProjectiveSpectrum.Basic,8.15,7.60,0.54,7.2
1474,Mathlib.Analysis.Fourier.FiniteAbelian.Orthogonality,2.83,2.64,0.19,7.2
1475,Mathlib.Combinatorics.HalesJewett,2.04,1.90,0.14,7.2
1476,Mathlib.Topology.Algebra.Monoid,4.89,4.56,0.33,7.1
1477,Mathlib.Topology.MetricSpace.IsometricSMul,5.27,4.92,0.35,7.1
1478,Mathlib.RingTheory.Complex,2.00,1.86,0.13,7.1
1479,Mathlib.Algebra.Category.FGModuleCat.EssentiallySmall,2.33,2.17,0.15,7.1
1480,Mathlib.RingTheory.NormTrace,2.19,2.05,0.15,7.1
1481,Mathlib.Algebra.Order.Monoid.Unbundled.Pow,2.03,1.89,0.14,7.1
1482,Mathlib.Analysis.NormedSpace.HahnBanach.Separation,2.04,1.91,0.14,7.1
1483,Mathlib.Topology.Instances.ENat,1.93,1.80,0.13,7.1
1484,Mathlib.Topology.Algebra.RestrictedProduct,1.58,1.48,0.10,7.1
1485,Mathlib.Topology.Algebra.SeparationQuotient.Hom,1.84,1.71,0.12,7.1
1486,Mathlib.Algebra.Field.Subfield.Defs,2.39,2.23,0.16,7.1
1487,Mathlib.MeasureTheory.Function.StronglyMeasurable.AEStronglyMeasurable,4.13,3.85,0.27,7.1
1488,Mathlib.NumberTheory.ArithmeticFunction,1.52,1.42,0.10,7.1
1489,Mathlib.Data.Fintype.Parity,1.31,1.22,0.09,7.1
1490,Mathlib.Analysis.Convex.Cone.Dual,4.46,4.17,0.30,7.1
1491,Mathlib.NumberTheory.SmoothNumbers,2.14,2.00,0.14,7.1
1492,Mathlib.Algebra.Polynomial.Eval.Defs,2.90,2.71,0.19,7.1
1493,Mathlib.Analysis.InnerProductSpace.l2Space,7.47,6.98,0.50,7.1
1494,Mathlib.RingTheory.Polynomial.Opposites,2.05,1.92,0.14,7.1
1495,Mathlib.Tactic.Ring.NamePolyVars,1.71,1.59,0.11,7.1
1496,Mathlib.Algebra.Central.Defs,1.60,1.50,0.11,7.1
1497,Mathlib.Topology.NhdsKer,1.69,1.58,0.11,7.1
1498,Mathlib.Analysis.Normed.Group.Indicator,1.73,1.61,0.11,7.1
